state,max_wind_speed
New York,32.17898269731152
Alabama,76.21462437389548
California,78.20037389266571
Texas,84.43839896040757
Oregon,72.72268965100612
Oregon,77.2014897391467
Maine,41.58305556779615
Kansas,65.92522827480074
Arkansas,63.291871330431654
Illinois,59.430782397031905
Vermont,42.96229037593683
